Pub_ID,Pub_Name,Year,Journal,Publisher,Volume,Issue,Pages,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20
pub0000000300,"Contributions to the Mosquito Fauna of Southeast Asia. XVI. Genus Aedes Meigen, Subgenus Aedimorphus Theobald in Southeast Asia",1973,,American Entomological Institute,9,5,1-219,John F. Reinert,,,,,,,,,,,,,,,,,,,
pub0000000301,Contributions to the Mosquito Fauna of Southeast Asia. XVIII. A reconsideration of Diceromyia Theobald with the inclusion of Aedes nummatus Edwards and Aedes pseudonummatus new species (Diptera: Culicidae),1973,,Walter Reed Army Institute of Research,,,1-20,John F. Reinert,,,,,,,,,,,,,,,,,,,
pub0000000302,Contributions to the Mosquito Fauna of Southeast Asia. XVII. The Cambodian Aedes (Neomacleaya) species with some new descriptions (Diptera: Culicidae),1973,,American Entomological Institute,10,1,1-23,J. M. Klein,,,,,,,,,,,,,,,,,,,
pub0000000303,"Mosquito studies (Diptera, Culicidae) XXX. A new subgenus and species of Culex from Colombia",1973,,American Entomological Institute,9,3,1-7,Abdiel J. Adames,Pedro Galindo,,,,,,,,,,,,,,,,,,
pub0000000304,"Mosquito studies (Diptera, Culicidae) XXIX. A review of the subgenus Kerteszia of Anopheles",1973,,American Entomological Institute,9,3,1-54,Thomas J. Zavortink,,,,,,,,,,,,,,,,,,,
pub0000000305,Medical Entomology Studies-IX. The Subgenus Christophersiomyia of the Genus Aedes (Diptera: Culicidae),1977,,American Entomological Institute,14,2,1-75,Jay Abercrombie,,,,,,,,,,,,,,,,,,,
pub0000000306,"Descriptions of Zavortinkius, a new subgenus of Aedes, and the eleven included species from the Afrotropical Region (Diptera: Culicidae)",1999,,American Entomological Institute,31,2,1-106,John F. Reinert,,,,,,,,,,,,,,,,,,,
pub0000000307,"Mosquito Studies (Diptera, Culicidae) XXXVI. Subgenera Aedinus, Tinolestes and Anoedioporpa of Culex",1980,,American Entomological Institute,17,2,1-106,John N. Belkin,George O.W. Berlin,,,,,,,,,,,,,,,,,,
pub0000000308,The subgenus Stegomyia of Aedes in the Afrotropical Region. II. The dendrophilus group of species (Diptera: Culicidae),1997,,American Entomological Institute,29,4,1-104,Yiau-Min Huang,,,,,,,,,,,,,,,,,,,
pub0000000309,"Medical Entomology Studies-XVII. Biosystematics of Kenknightia, A New Subgenus of the Mosquito Genus Aedes Meigen from the Oriental Region (Diptera: Culicidae)",1990,,American Entomological Institute,26,2,1-124,John F. Reinert,,,,,,,,,,,,,,,,,,,
pub0000000310,Medical Entomology Studies-VII. The Subgenus Stegomyia of Aedes in Southeast Asia. II-The Edwardsi Group of Species. III-The W-Albus Group of Species.(Diptera: Culicidae)Vittatus (Diptera: Culicidae),1977,,American Entomological Institute,14,1,1-134,Yiau-Min Huang,,,,,,,,,,,,,,,,,,,
pub0000000311,"Mosquito studies (Diptera, Culicidae) XXXI. A revision of the subgenus Carrollia of Culex",1973,,American Entomological Institute,9,4,1-134,Jose D. Valencia,,,,,,,,,,,,,,,,,,,
pub0000000312,"Mosquito studies (Diptera, Culicidae). XXXIV. A revision of the albimanus section of the subgenus Nyssorhynchus of Anopheles",1980,,American Entomological Institute,15,7,1-216,Michael E. Faran,,,,,,,,,,,,,,,,,,,
pub0000000313,Medical Entomology Studies -VI A Revision of the Subgenus Lophoceraomyia of the Genus Culex in the Oriental Region (Diptera: Culicidae),1977,,American Entomological Institute,13,4,1-245,Sunthorn Sirivanakarn,,,,,,,,,,,,,,,,,,,
pub0000000314,Medical Entomology Studies-II The Subgenus Anopheles in Thailand,1975,,American Entomological Institute,12,1,1-307,Bruce A. Harrison,John E. Scanlon,,,,,,,,,,,,,,,,,,
pub0000000315,"Mosquito studies (Diptera, Culicidae). XXII. a new subgenus and species of Aedes from Arizona",1970,,American Entomological Institute,7,1,1-9,Thomas J. Zavortink,,,,,,,,,,,,,,,,,,,
pub0000000316,Contributions to the mosquito fauna of Southeast Asia. VII. Genus Aedeomyia Theobald in Southeast Asia,1970,,American Entomological Institute,6,2,1-27,W. H. Tyson,,,,,,,,,,,,,,,,,,,
pub0000000317,Contributions to the mosquito fauna of Southeast Asia. XIV. The Subgenus Stegomyia of Aedes in Southeast Asia. I- The Scutellaris group of species,1972,,American Entomological Institute,9,1,1-69,Yiau-Min Huang,,,,,,,,,,,,,,,,,,,
pub0000000318,The Genus Culiseta felt in Southeast Asia,1971,,American Entomological Institute,7,3,39-61,N. V. Dobrotworsky,,,,,,,,,,,,,,,,,,,
pub0000000319,"Contributions to the mosquito fauna of Southeast Asia.- IV. Species of the Subgroup Chrysolineatus of Group D, Genus Aedes, Subgenus Finlaya Theobald",1968,,American Entomological Institute,2,5,1-32,Kenneth L. Knight,,,,,,,,,,,,,,,,,,,
pub0000000320,"Contributions to the mosquito fauna of Southeast Asia. V. Genus Aedes, Subgenus Diceromyia Theobald in Southeast Asia ",1970,,American Entomological Institute,5,4,1-27,John F. Reinert,,,,,,,,,,,,,,,,,,,
pub0000000321,"Contributions to the mosquito fauna of southeast Asia. VIII. Genus Aedes, subgenus Mucidus Theobald in Southeast Asia",1970,,American Entomological Institute,6,2,1-53,W. H. Tyson,,,,,,,,,,,,,,,,,,,
pub0000000322,"The genus Culex, subgenus Eumelanomyia Theobald in southeast Asia and adjacent areas",1972,,American Entomological Institute,8,6,1-86,Sunthorn Sirivanakarn,,,,,,,,,,,,,,,,,,,
pub0000000323,"Mosquito Studies (Diptera, Culicidae) III. Two New Species of Aedes from Tonga and Samoa",1965,,American Entomological Institute,1,4,1-12,Shivaji Ramalingam,John N. Belkin,,,,,,,,,,,,,,,,,,
pub0000000324,"Contributions to the Mosquito Fauna of Southeast Asia. XV. Genus Aedes Meigen, Subgenus Ayurakitia Thurman",1972,,American Entomological Institute,9,2,1-44,John F. Reinert,,,,,,,,,,,,,,,,,,,
pub0000000325,"Mosquito studies (Diptera, Culicidae). XI. Mosquitoes originally described from Argentina, Bolivia, Chile, Paraguay, Peru, and Uruguay",1968,,American Entomological Institute,4,1,1-22,John N. Belkin,Robert X. Schick,Sandra J. Heinemann,,,,,,,,,,,,,,,,,
pub0000000326,The mosquitoes of the Subgenus Culex in Southwestern Asia and Egypt (Diptera: Culicidae) ,1988,,American Entomological Institute,24,1,1-240,Ralph E. Harbach,,,,,,,,,,,,,,,,,,,
pub0000000327,"Mosquito studies (Diptera, Culicidae) XXVII The Varipalpus Group of Aedes (Ochlerotatus)",1972,,American Entomological Institute,8,2,1-48,J. Hal Arnell,Lewis T. Nielsen,,,,,,,,,,,,,,,,,,
pub0000000328,"Mosquito studies (Diptera, Culicidae) XXIV. A revision of the crabhole mosquitoes of the genus Deinocerites",1971,,American Entomological Institute,7,2,1-154,Abdiel J. Adames,,,,,,,,,,,,,,,,,,,
pub0000000329,"Contributions to the Mosquito Fauna of Southeast Asia-I. The Genus Aedes, Subgenus Neomacleaya Theobald in Thailand",1967,,American Entomological Institute,1,8,1-56,Mercedes D. Delfinado,,,,,,,,,,,,,,,,,,,
pub0000000330,"Contributions to the Mosquito Fauna of Southeast Asia. III. The genus Aedes, subgenus Neomacleaya Theobald in southeast Asia",1968,,American Entomological Institute,2,4,1-74,Mercedes D. Delfinado,,,,,,,,,,,,,,,,,,,
pub0000000331,Contributions to the mosquito fauna of southeast Asia. VI. The genus Heizmannia Ludlow in southeast Asia,1970,,American Entomological Institute,5,7,1-104,Peter F. Mattingly,,,,,,,,,,,,,,,,,,,
pub0000000332,"Mosquito Studies (Diptera, Culicidae) XXV. Mosquitoes Originally Described from Brazil",1971,,American Entomological Institute,7,5,1-67,John N. Belkin,Robert X. Schick,Sandra J. Heinemann,,,,,,,,,,,,,,,,,
pub0000000333,Contributions to the Mosquito Fauna of Southeast Asia. II. The Genus Culex in Thailand (Diptera: Culicidae),1967,,American Entomological Institute,2,1,1-296,Ralph A. Bram,,,,,,,,,,,,,,,,,,,
pub0000000334,"Sabethes (Peytonulus) luxodens, a new species of Sabethini (Diptera: Culicidae) from Ecuador",1999,Memórias do Instituto Oswaldo Cruz,,94,3,329-338,Clinton R Hall,Theresa M Howard,Ralph E Harbach,,,,,,,,,,,,,,,,,
pub0000000335,"A new species, Culex (Culex) litwakae (Diptera: Culicidae), from the coastal region of Kenya",1985,Mosquito Systematics,,17,3,254-265,Ralph E Harbach,,,,,,,,,,,,,,,,,,,
pub0000000336,A new species of Anopheles subgenus Kerteszia (Diptera: Culicidae) from Venezuela,1996,Insect Systematics & Evolution,,27,2,207-216,Ralph E Harbach,Juan Carlos Navarro,,,,,,,,,,,,,,,,,,
pub0000000337,A new species of the subgenus Eumelanomyia of Culex (Diptera: Culicidae) from Thailand,1988,Mosquito Systematics,,20,1,69-76,Ralph E Harbach,Rampa Rattanarithikul,,,,,,,,,,,,,,,,,,
pub0000000338,A new species of Culex (Melanoconion) from southern South America (Diptera: Culicidae),1984,Mosquito Systematics,,16,2,185-200,Ralph E Harbach,E.L. Peyton,Bruce A. Harrison,,,,,,,,,,,,,,,,,
pub0000000339,"Aedes (Finlaya) axitiosus, a new species of the Niveus subgroup (Diptera: Culicidae) from East Malaysia",1990,Mosquito Systematics,,22,1,26-33,Ralph E Harbach,Kenneth L. Knight,Varuni Kulasekera,,,,,,,,,,,,,,,,,
pub0000000340,"A new species of the Hyrcanus Group of Anopheles, subgenus Anopheles, a secondary vector of malaria in coastal areas of southern Vietnam",2000,Journal of the American Mosquito Control Association,,16,3,189-198,Ralph E Harbach,Nguyen Duc Manh,Tran Duc Hinh,Joanna Elphick,Y.M. Linton,,,,,,,,,,,,,,,
pub0000000341,A New Species of the Subgenus Sabethoides of Sabethes (Diptera:Culicidae) from Venezuela and Brazil,2000,Proceedings of the Entomological Society of Washington,,102,4,991-1002,Ralph E Harbach,Theresa M Howard,Dusty A. Moses,,,,,,,,,,,,,,,,,
pub0000000342,Anopheles maculatus (Diptera:Culicidae) from the Type Locality of Hong Kong and Two New Species of the maculatus Complex from the Philippines,1990,Mosquito Systematics,,22,3,160-183,Ralph E Harbach,Rampa Rattanarithikul,,,,,,,,,,,,,,,,,,
pub0000000343,"A new subgenus in Wyeomyia (Diptera: Culicidae), with the reclassification and redescription of the type species, Sabethes fernandezyepezi",1990,Mosquito Systematics,,22,1,15-23,Ralph E Harbach,E.L. Peyton,,,,,,,,,,,,,,,,,,
pub0000000344,"Mosquito Studies (Diptera, Culicidae). XV. A new species of treehole breeding Anopheles from the southwestern United States",1969,,American Entomological Institute,4,4,27-34,Thomas J. Zavortink,,,,,,,,,,,,,,,,,,,
pub0000000345,"Mosquito Studies (Diptera, Culicidae). V. Mosquitoes origninally described from Middle America ",1965,,American Entomological Institute,1,5,1-95,John N. Belkin,Robert X. Schick,Sandra J. Heinemann,,,,,,,,,,,,,,,,,
pub0000000346,"Culex (Culex) pipiens Linnaeus (Diptera, Culicidae)-concepts, type designations, and description",1985,Proceedings of the Entomological Society of Washington,,87,1,1-24,Ralph E Harbach,Christine Dahl,Graham B. White,,,,,,,,,,,,,,,,,
pub0000000347,"Morphological and molecular characterization of Anopheles (Anopheles) sacharovi Favre, a primaryvector of malaria in the Middle East",2003,Systematic Entomology,,28,2,241-256,Mohammad Mehdi Sedaghat,Yvonne‐Marie Linton,Gabriela Nicolescu,Lisa Smith,George Koliopoulos,Athanassios K. Zounos,Mohammad Ali Oshaghi,Hassan Vatandoost,Ralph E. Harbach,,,,,,,,,,,
pub0000000348,"Morphological and molecular characterization of Anopheles (Anopheles) maculipennis Meigen, type species of the genus and nominotypical member of the Maculipennis Complex",2003,Systematic Entomology,,28,1,39-56,Yvonne‐Marie Linton,Lisa Smith,George Koliopoulos,Anna Samanidou‐Voyadjoglou ,Athanassios K. Zounos,Ralph E. Harbach,,,,,,,,,,,,,,
pub0000000349,"Morphological and molecular identity of Anopheles (Cellia) sundaicus (Diptera: Culicidae), the nominotypical member of a malaria vector species complex in Southeast Asia",2001,Systematic Entomology,,26,3,357-366,Yvonne‐Marie Linton,Ralph E. Harbach,Chang Moh Seng,Thomas G. Anthony,Asmad Matusop,,,,,,,,,,,,,,,
pub0000000350,Taxonomy and biology of Culex (Culex) maxi Dyar (Diptera: Culicidae) in South America,1996,Memórias do Instituto Oswaldo Cruz,,91,5,579-588,Walter R Almirón,Ralph E Harbach,,,,,,,,,,,,,,,,,,
pub0000000351,"Transfer of the subgenus Davismyia from Wyeomyia to Sabethes and description of the type species, Miamyia petrocchiae (Diptera: Culicidae)",1990,Mosquito Systematics,,22,3,149-159,Ralph E Harbach,E.L. Peyton,,,,,,,,,,,,,,,,,,
pub0000000352,"Systematics of Anopheles (Cellia) yaeyamaensis sp. n., alias species E of the An. minimus complex in southeastern Asia (Diptera: Culicidae)",2010,Zootaxa,,2651,1,43-51,Pradya Somboon,Angela Rory,Yoshio Tsuda,Masahiro Takagi,Ralph E Harbach,,,,,,,,,,,,,,,
pub0000000353,Anopheles (Cellia) minimus theobald (Diptera: Culicidae): Neotype designation,2006,Proceedings of the Entomological Society of Washington,,108,1,198-209,Ralph E Harbach,Emma Parkin,Bin Chen,Roger K. Butlin,,,,,,,,,,,,,,,,
pub0000000354,An Integrated Molecular Approach to Untangling Host–Vector–Pathogen Interactions in Mosquitoes (Diptera: Culicidae) From Sylvan Communities in Mexico,2021,Frontiers in veterinary science,,7,,1-17,Luis M. Hernández-Triana,Javier A. Garza-Hernández,Aldo I. Ortega Morales,Sean W. J. Prosser,Paul D. N. Hebert,Nadya I. Nikolova,Elsa Barrero,Erick de J. de Luna-Santillana,Vicente H. González-Alvarez,Ramón Mendez-López,Rahuel J. Chan-Chable,Anthony R. Fooks,Mario A. Rodríguez-Pérez,,,,,,,
pub0000000355,Cutadapt removes adapter sequences from high-throughput sequencing reads,2011,EMBnet. journal,,17,1,10-12,Marcel Martin,,,,,,,,,,,,,,,,,,,
pub0000000356,Production of antisera for the serological identification of bloodmeals of arthropods,1984,Transactions of the Royal Society of Tropical Medicine and Hygiene,,78,2,233-234,G.S. Gill,,,,,,,,,,,,,,,,,,,
pub0000000357,A microplate method of enzyme-linked immunosorbent assay and its application to malaria,1974,Bulletin of the World Health Organization,,51,2,209,A. Voller,D. Bidwell,G. Huldt,E. Engvall,,,,,,,,,,,,,,,,
pub0000000358,"Bionomics and vector potential of Culex thriambus (Diptera: Culicidae) mosquitoes in Lake County, California",2016,Journal of Medical Entomology,,53,6,1473-1481,Brittany M. Nelms,Tara C. Thiemann,Danielle N. Bridges,Alan E. Williams,Michelle L. Koschik,Bonnie M. Ryan,Jamesina J. Scott,,,,,,,,,,,,,
pub0000000359,"Ecology of Haemagogus and Sabethes (Diptera: Culicidae) Mosquitoes in Epizootic Yellow Fever Regions of Rio Grande do Sul State, Brazil",2010,Epidemiologia e Serviços de Saúde,,19,2,101-113,Almério de Castro Gomes,Maria Amélia Nascimento Torres,Marcia Bicudo de Paula,Aristides Fernandes,Ana Maria Marassá,Cleide Aschenbrenner Consales,Daltro Fernandes Fonseca,,,,,,,,,,,,,
pub0000000360,Biotin/avidin sandwich enzyme-linked immunosorbent assay for Culicidae mosquito blood meal identification,2008,Journal of Venomous Animals and Toxins Including Tropical Diseases,,14,2,303-312,A. M. Marassá,M. D. B. Rosa,A. C. Gomes,A. C. Consales,,,,,,,,,,,,,,,,
pub0000000361,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,Journal of Venomous Animals and Toxins Including Tropical Diseases,,15,4,696-706,A. M. Marassá,M. B. Paula,A. C. Gomes,A. C. Consales,,,,,,,,,,,,,,,,
pub0000000362,"Blood-sucking midges and mosquitoes feeding on mammals at Beatrice Hill, NT",1981,Australian Journal of Zoology,,29,4,573-588,M. J. Muller,M. D. Murray,J. A. Edwards,,,,,,,,,,,,,,,,,
pub0000000363,"The identification of blood meals in biting midges, (Culicoides: Ceratopogonidae)",1970,Annals of Tropical Medicine & Parasitology,,64,1,115-122,M. D. Murray,,,,,,,,,,,,,,,,,,,
pub0000000364,"Surveillance of Culicine Mosquitoes in Six Villages of Taita-Taveta County, Kenya, With Host Determinations From Blood-Fed Females",2020,Journal of Medical Entomology,,57,6,1972-1982,Vanessa Munyao,Jonathan Karisa,Carol Munini Munyao,Moses Ngari,Nelson Menza,Norbert Peshu,Martin Rono,Charles Mbogo,Joseph Mwangangi,,,,,,,,,,,
pub0000000365,Urban ecology of arboviral mosquito vectors along the Kenyan coast,2021,Journal of Medical Entomology,,58,1,428-438,Jonathan Karisa,Simon Muriu,Donwilliams Omuoyo,Boniface Karia,Moses Ngari,Doris Nyamwaya,Martin Rono,George Warimwe,Joseph Mwangangi,Charles M Mbogo,,,,,,,,,,
pub0000000366,Mississippi Mosquito Blood Meals and Haemosporidians,2021,,"Doctoral dissertation, Biological Sciences, Mississippi State University",,,,Jessica Aycock,,,,,,,,,,,,,,,,,,,
pub0000000367,Basic local alignment search tool,1990,Journal of molecular biology,,215,3,403-410,Stephen F. Altschul,Warren Gish,Webb Miller,Eugene W. Myers,David J. Lipman,,,,,,,,,,,,,,,
pub0000000368,Anopheles mosquito surveillance in Madagascar reveals multiple blood feeding behavior and Plasmodium infection,2019,PLoS neglected tropical diseases,,13,7,e0007176,Riley E. Tedrow,Tovonahary Rakotomanga,Thiery Nepomichene,Rosalind E. Howes,Jocelyn Ratovonjato,Arsene C. Ratsimbasoa,Gavin J. Svenson,Peter A. Zimmerman,,,,,,,,,,,,
pub0000000369,"A novel assay for simultaneous assessment of mammalian host blood, mosquito species, and Plasmodium spp. in the medically important Anopheles mosquitoes of Madagascar",2019,The American journal of tropical medicine and hygiene,,100,3,544-551,Riley E. Tedrow,Jocelyn Ratovonjato,Edward D. Walker,Arsene C. Ratsimbasoa,Peter A. Zimmerman,,,,,,,,,,,,,,,
pub0000000370,Feeding patterns of Haemagogus janthinomys (Diptera: Culicidae) in different regions of Brazil,2005,Journal of Medical Entomology,,42,6,981-985,Jeronimo Alencar,Elias Seixas Lorosa,Nicolas Dégallier,Nicolau Maués Serra-Freire,Juliana Barreto Pacheco,Anthony Érico Guimarães,,,,,,,,,,,,,,
pub0000000371,Bloodfeeding patterns of sylvatic arbovirus vectors in southeastern Senegal,2013,Transactions of The Royal Society of Tropical Medicine and Hygiene,,107,3,200-203,Diawo Diallo,Rubing Chen,Cheikh T. Diagne,Yamar Ba,Ibrahima Dia,Amadou A. Sall,Scott C. Weaver,Mawlouth Diallo,,,,,,,,,,,,
pub0000000372,"Host-feeding patterns of Culex annulirostris and other mosquitoes (Diptera: Culicidae) at Charleville, southwestern Queensland, Australia",1985,Journal of Medical Entomology,,22,5,529-535,B. H. Kay,P. F. L. Boreham,I. D. Fanning,,,,,,,,,,,,,,,,,
pub0000000373,"Host preferences and feeding patterns of mosquitoes (Diptera: Culicidae) at Kowanyama, Cape York Peninsula, northern Queensland",1979,Bulletin of Entomological Research,,69,3,441-457,B. H. Kay,P. F. L. Boreham,G. M. Williams,,,,,,,,,,,,,,,,,
pub0000000374,Abundance and bloodfeeding patterns of mosquitoes (Diptera: Culicidae) in an oak woodland on the eastern slope of the northern coast range of California,2017,Journal of Medical Entomology,,54,5,1344-1353,Tara C. Thiemann,David L. Woodward,Ying Fang,Bonnie M. Ryan,Brittany M. Nelms,Jamesina J. Scott,William K. Reisen,,,,,,,,,,,,,
pub0000000375,Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas,2012,Journal of Vector Ecology,,37,2,342-350,Júlia dos Santos Silva,Jeronimo Alencar,Janira Martins Costa,Elias Seixas-Lorosa,Anthony Érico Guimarães,,,,,,,,,,,,,,,
pub0000000375,Assessment of Mosquito Bloodmeal Sources via DNA Barcoding: Host Feeding Pattern and Disease Transmission in Western Oregon,2008,,"Examining Parameters of Vectorial Capacity for Mosquitoes Associated with Stormwater Catch Basins in Corvallis, Oregon Abstract approved",,,85-113,Jill S. Townzen,Philippe A. Rossignol,Andrew V. Z. Brower,Darlene D. Judd,,,,,,,,,,,,,,,,
pub0000000377,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs,1997,Nucleic acids research,,25,17,3389-3402,Stephen F. Altschul,Thomas L. Madden,Alejandro A. Schäffer,Jinghui Zhang,Zheng Zhang,Webb Miller,David J. Lipman,,,,,,,,,,,,,
pub0000000378,Identification of Uranotaenia sapphirina as a specialist of annelids broadens known mosquito host use patterns,2018,Communications Biology,,1,1,1-8,Lawrence E. Reeves,Chris J. Holderman,Erik M. Blosser,Jennifer L. Gillett-Kaufman,Akito Y. Kawahara,Phillip E. Kaufman,Nathan D. Burkett-Cadena,,,,,,,,,,,,,
pub0000000379,"First large-scale DNA barcoding assessment of reptiles in the biodiversity hotspot of Madagascar, based on newly designed COI primers",2012,PLoS ONE,,7,3,e34506,Zoltán T. Nagy,Gontran Sonet,Frank Glaw,Miguel Vences,,,,,,,,,,,,,,,,
pub0000000380,"Punctuated invasion of water, ice, snow and terrestrial ecozones by segmented worms (Oligochaeta: Enchytraeidae: Mesenchytraeus)",2017,Proceedings of the Royal Society B,,284,1864,20171081,Shirley A. Lang,Naim Saglam,Joseph Kawash,Daniel H. Shain,,,,,,,,,,,,,,,,
pub0000000381,Blood Feeding Patterns of Aedes aegypti and Aedes albopictus in Thailand,2005,Journal of Medical Entomology,,42,5,844-849,Alongkot Ponlawat,Laura C. Harrington,,,,,,,,,,,,,,,,,,
pub0000000382,A multi-year study of mosquito feeding patterns on avian hosts in a southeastern focus of eastern equine encephalitis virus,2011,The American journal of tropical medicine and hygiene,,84,5,718-726,Laura K. Estep,Christopher J. W. McClure,Nathan D. Burkett-Cadena,Hassan K. Hassan,Tyler L. Hicks,Thomas R. Unnasch,Geoffrey E. Hill,,,,,,,,,,,,,
pub0000000383,Identification of mosquito avian-derived blood meals by polymerase chain reaction-heteroduplex analysis,2002,The American journal of tropical medicine and hygiene,,66,5,599-604,Hassan K. Hassan,Geoffrey E. Hill,Eddie W Cupp,Joon Hak Lee,Tarig B Higazi,Carl J Mitchell,Marvin S Godsey Jr,Thomas R Unnasch,,,,,,,,,,,,
pub0000000384,"Culex (Culex) molestus Forskal (Diptera: Culicidae): neotype designation, description, variation, and taxonomic status",1984,Proceedings of the Entomological Society of Washington,,86,3,521-542,Ralph E. Harbach,Bruce A. Harrison,Adel M. Gad,,,,,,,,,,,,,,,,,
pub0000000385,Formal taxonomy of species C of the Anopheles minimus sibling species complex (Diptera: Culicidae),2007,Zootaxa,,1654,1,41-54,Ralph E. Harbach,Claire Garros,Nguyen Duc Manh,Sylvie Manguin,,,,,,,,,,,,,,,,
pub0000000386,The Brazilian malaria vector Anopheles (Kerteszia) cruzii: life stages and biology (Diptera: Culicidae),1991,Mosquito Systematics,,23,2,110-122,Richard C. Wilkerson,E. L. Peyton,,,,,,,,,,,,,,,,,,
pub0000000387,Taxonomic Study of Species Formerly Identified as Anopheles mediopunctatus and Resurrection of An. costai (Diptera: Culicidae),1999,Journal of Medical Entomology,,36,3,282-300,Richard C. Wilkerson,Maria Anice Mureb Sallum,Oswaldo Paulo Forattini,,,,,,,,,,,,,,,,,
pub0000000388,"A Note on Aedes (Stegomyia) novalbopictus Barraud from Sri Lanka, including first descriptions of the female and egg (Diptera: Culicidae)",1983,Journal of Natural History,,17,2,203-212,F. P.  Amerasinghe,,,,,,,,,,,,,,,,,,,
pub0000000389,Anopheles (Anopheles) pseudopunctipennis Theobald (Diptera: Culicidae): neotype designation and description,2004,Journal of Medical Entomology,,41,1,12-22,Leopoldo M. Rueda,E. L. Peyton,Sylvie Manguin,,,,,,,,,,,,,,,,,
pub0000000390,"Systematics of Anopheles barbirostris van der Wulp and a sibling species of the Barbirostris Complex (Diptera: Culicidae) in eastern Java, Indonesia",2013,Systematic Entomology,,38,,180–191,Harold Townson,Naomi Dyer,Erica McAlister,Tri Baskoro T. Satoto,Michael J. Bangs,Ralph E. Harbach,,,,,,,,,,,,,,
pub0000000391,Seasonal profiles of Aedes aegypti (Diptera: Culicidae) larval habitats in an urban area of Costa Rica with a history of mosquito control,2008,Journal of Vector Ecology,,33,1,76-88,Adriana Troyo,Olger Calderón-Arguedas,Douglas O. Fuller,Mayra E. Solano,Adrian Avendaño,Kristopher L. Arheart,Dave D. Chadee,John C. Beier,,,,,,,,,,,,
pub0000000392,"Mosquito species (Diptera: Culicidae) from Lombok Island, Indonesia",1994,Mosquito Systematics,,26,1,19-24,Ichiro Miyagi,Takako Tomo,Motoyoshi Mogi,Martono,Subagyo Yotopranoto,Zainal Arifin,Yoes P. Dachlan,,,,,,,,,,,,,
pub0000000393,"Armigeres (Armigeres) Mahantai, A New Mosquito Species from India",2009,Journal of the American Mosquito Control Association,,25,1,1-5,D. R. Bhattacharyya,Anil Prakash,P. K. Mohapatra,D. K. Sarma,,,,,,,,,,,,,,,,
pub0000000394,"Bionomics of the Established Exotic Mosquito Species Aedes koreicus in Belgium, Europe",2012,Journal of Medical Entomology,,49,6,1226–1232,V. Versteirt,E. M. de Clercq,D. M. Fonseca,J. Pecor,F. Schaffner,M. Coosemans,W. Van Bortel,,,,,,,,,,,,,
pub0000000395,Distribution and larval habitat characteristics of Anopheles Hyrcanus Group and related mosquito species (Diptera: Culicidae) in South Korea,2006,Journal of Vector Ecology,,31,1,198-205,Leopoldo M. Rueda,Heung-Cheul Kim,Terry A. Klein,James E. Pecor,Cong Li,Ratana Sithiprasasna,Mustapha Debboun,Richard C. Wilkerson,,,,,,,,,,,,
pub0000000396,Modeling host-feeding preference and molecular systematics of mosquitoes in different ecological niches in Canada,2021,Acta Tropica,,213,105734,1-10,Nariman Shahhosseini,Christina Frederick,Trina Racine,Gary P. Kobinger,Gary Wong,,,,,,,,,,,,,,,
pub0000000397,"Host preferences in host‐seeking and blood‐fed mosquitoes in Switzerland",2016,Medical and veterinary entomology,,30,1,39-52,A. C. Schonenberger,S. Wagner,H. C. Tuten,F. Schaffner,P. Torgerson,S. Furrer,A. Mathis,C. Silaghi,,,,,,,,,,,,
pub0000000398,Local variation in blood feeding by Aedes triseriatus and Aedes hendersoni (Diptera: Culicidae),1985,Journal of Medical Entomology,,22,6,619-623,Roger S. Nasci,,,,,,,,,,,,,,,,,,,
pub0000000399,Host feeding patterns of established and potential mosquito vectors of West Nile virus in the eastern United States,2004,Vector-Borne and Zoonotic Diseases,,4,1,71-82,Charles S. Apperson,Hassan K. Hassan,Bruce A. Harrison,Harry M. Savage,Stephen E. Aspen,Ary Farajollahi,Wayne Crans,Thomas J. Daniels,Richard C. Falco,Mark Benedict,Michael Anderson,Larry McMillen,Thomas R. Unnasch,,,,,,,
pub0000000400,"Vertebrate hosts of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus (Diptera: Culicidae) as potential vectors of Zika virus in Florida",2019,Journal of Medical Entomology,,56,1,10-17,Tanise Stenn,Karlette J. Peck,Glauber Rocha Pereira,Nathan D. Burkett-Cadena,,,,,,,,,,,,,,,,
pub0000000401,DNA primers for amplification of mitochondrial cytochrome c oxidase subunit I from diverse metazoan invertebrates,1994,Molecular Marine Biology and Biotechnology,,3,5,294–299,O Folmer,M Black,W Hoeh,R Lutz,R Vrijenhoek,,,,,,,,,,,,,,,
pub0000000402,"Rapid assays for identification of members of the Culex (Culex) pipiens complex, their hybrids, and other sibling species (Diptera: Culicidae)",2004,The American journal of tropical medicine and hygiene,,70,4,339-345,Julie L. Smith,Dina M. Fonseca,,,,,,,,,,,,,,,,,,
